Entry number,Primary image,Volume and folio,Volume,Type,Script,Occupations [Synthesised],Occupations stated in main metadata,Additional occupations & titles in body of deposition,Stated activities in body of text,Expertise or relationships evident in body of text,Date of deposition. MODERNIZED; ENGLISH CALENDAR ,Ship specified in which shipped or supplied to ,Ship master or skipper of captain ,Town and/or province and/or county to which primary ship belonged [with which deponent associated],COMPOSITE BURTHEN [tons],Details of ship's lading and her laders; including value of lading; and freight charges,Documents [letters; books; journals; notes; verbal contracts]; Making & Use of documents,"Language, reading & writing skills, quantitative skills; weighing; navigation skills; mapping skills; schools",Financial structures [bills of exchange; lending; assurance]; Late payments for freight; Legal agreements; Verbal contracts; Bonds; Debts; Bankruptcy; Currency exchange; Bullion; Trading profit calculations,Current country,Street/Hamlet,Parish/Precinct/Liberty,Town/Borough,"County, Province or Region",Age,Year of deposition,First name,Middle names,Surname,Voyage nodal points
16406,21091023_154535,KaggleTestSnippet_HCA_1361_f.473v_Two.PNG,HCA 13/61,Signature,Roman,Interpreter,Interpreter,,,,,Captain Tasse's ship of Amsterdam [man of war],Arent Williamson Tasse [captain],Amsterdam [Holland; United Provinces],,,,,,England,,,N/A,,N/A,1649,Johnannes,,Aurelius,[?/Between the Naze and the North Foreland [England]/?]
16408,21091023_154550,KaggleTestSnippet_HCA_1361_f.474v_Two.PNG,HCA 13/61,Signature,Roman,Interpreter,,,,,,Captain Tasse's ship of Amsterdam [man of war],Arent Williamson Tasse [captain],Amsterdam [Holland; United Provinces],,,,,,England,,,N/A,,N/A,1649,Johnannes,,Aurelius,[?/Between the Naze and the North Foreland [England]/?]
16410,21091023_154600,KaggleTestSnippet_HCA_1361_f.476r_Two.PNG,HCA 13/61,Signature,Roman,Interpreter,,,,,,Captain Tasse's ship of Amsterdam [man of war],Arent Williamson Tasse [captain],Amsterdam [Holland; United Provinces],,,,,,England,,,N/A,,N/A,1649,Johnannes,,Aurelius,[?/Between the Naze and the North Foreland [England]/?]
16029,21091023_150422,KaggleTestSnippet_HCA_1361_f.236r.PNG,HCA 13/61,Marke,N/A,Nauta [mariner]; Gunner [of the Love],Mariner,Gunner [of the Love],,,,Love of London,Gregory Milner [master and commander],London [England],,LADING AT VENICE: GOODS; MERCHANDIZES; LADING AT ZANT AND ZEPHALONIA: CURRANTS,"""In her course about the middle of July last past, entring the Channell they met with two English shipps the master of one whereof called the Barnestaple Merchant gave them notice that there were shipps revolted and told them that hee supposed they would be abroade, this deponent hearing him give the said notive"" (HCA 13/61 f.235r); ""The master and company of the Love having met with the said intelligence put into and touched in Plimouth Sound arriving there about the 18th day of July 1648, and being soe arrived there, their master presently sent away his purser ashore with a letter to be sent to his owners in London for advise (as hee said) where  the said Revolted shipps were and what course they should take to avoide them, their comming in thither being purposely to send for the said advice, and to intimate their said arrivall, and out of care to avoide the said Revolted shipps"" (HCA 13/61 f.235r); ""About a weeke after the writing and sending away the said letter, their said master received a letter in Plimouth from some of the owners in answer of his soe sent, whereby (as hee made this deponent and the rest of the company acquainted) hee was by his owners ordered that in regard the winde was westerly (as hee saith it then was) and the Revolted shipps in Holland (and soe contrary to bringe them out) hee should withall speade bringe away the said shipp for London before the Revolted shipps came back into the Downes, and withall their said master was as hee said ordered by the said letter to makke a signe at Dover and a pilot should be sent him aboard if occasion there to carry the said shipp on the back of the Goodwin Sands as is arlate"" (HCA 13/61 f.235r); ""The said letter and order received as aforeaid at Plymouth the master and company of the said shipp set saile with her and came and arrived in Dover Roade on the first day of August last past, and there hee saith there came two pilots aboard them from Dover, to the end (as this deponent understood ) to carry their said shipp on the back side of the Goodwin Sands, to avoide the Revolted shipsp"" (HCA 13/61 f.235v); ""Upon the comming of the said two pilots abord the said shipp the Love their said master in this deponents hearing moved and desired them to afford their best assistance in carrying of the said shipp on the backside of the Goodwin Sands and in keeping of her cleare from the Revolted shipps or to that effect"" (HCA 13/61 f.235v); ""The said master gave order to one of the said pilots to carry the said shipp on the back of the Goodwin accordingly if it might be donne"" (HCA 13/61 f.235v); ""Hee sent away his purser to London to intimate soe much to his said owners, this deponent seeing the said purser goe ashore to that purpose"" (HCA 13/61 f.235v); ""Upon the said intelligence, Captaine Rider came downe from the owners to endeavour the release of the said shipp, this deponent seeing him arrive and goe from on board the Love to goe on board the Princes shipp to that purpose, but shortly after hee came back againe and signified that hee could not prevaile by any meanes for her discharge"" (HCA 13/61 f.235v); ""[AST HELAND SLUCE] this deponent and diverse other of her officers assoone as her goods were delivered left her to come for London, refusing to serve under the Prince"" (HCA 13/61 f.236r)",,,England,N/A,Stepney,,Middlesex,44,1649,Johannes,,Austen,[?/Venice/Zant/Zephalonia/London [England]]
16096,21091023_151129,KaggleTestSnippet_HCA_1361_f.288v.PNG,HCA 13/61,Signature,Roman,"Mercator [merchant]; Passenger from Barbados to London [of the Elizabeth]; Present on the ship the Elizabeth in Carlisle Bay, Barbados, when Robert Williams fell sichk and dyed",Merchant,Passenger from Barbados to London [of the Elizabeth],"Present on the ship the Elizabeth in Carlisle Bay, Barbados, when Robert Williams fell sichk and dyed",,,Elizabeth,William Coppin,,,,"""On a day happening in or about the moneth of May last past this deponent was present on board the said shipp Elizabeth in Carlisle Baye in the Barbadoes where hee saith the said Williams laye sick of the sicknes whereof hee the night following dyed, and then and there after this deponent had moved the said Williams to make his will, and hee saying that hee had already made the same, the said Williams desired this deponent to take a booke which hee directed him unto and to write therein such things as hee should direct him, and accordingly this deponent [?reaching] the said booke, the said Williams dictated unto this deponent severall debts and engagements which hee ought in England and for adverntures that were made with him, which this deponent accordingly entred in the said booke about the middle thereof, and amongest others there was entred by his directions a hundred pounds and some odd pounds (but howe many above a hundred hee remembreth not) owing by him to Mr Sowden in Towerstreete London which the said Williams then said was for an adventure which the said Sowden had made with him the said voyage; And then and there the said Williams said that there was amongest the golde brought in the said shippe the Elizabeth from the Golde coast, golde belonging to other persons upon adverntures besides  that whoch belonged to the ffreighters of the said shipp, amongest which persons hee named Mris Judith Peele, but saith that hee doth not remember that hee therein named Mr Sowden or any other of the said persons. And at all the premisses hee saith his precontests William Coppin and James Clinket merchant and others were alsoe present"" (HCA 13/61 ff.288r-288v); ""Since the premisses the said shipp the Elizabeth with that booke and all other the said Williams his bookes of accompts touching the said voyage in her as alsoe the shipp the Dover arlate are safely arrived in this port of London, this deponent arriving in the said shipp the Elizabeth"" (HCA 13/61 f.288v)",,,England,,Saint Dunstans in the East,London,,31,1649,Valentinus,,Austen,[London [England]/Guinea and Binney/Barbados]/London [England]]
15719,21091023_143331,KaggleTestSnippet_HCA_1361_f.49v_One.PNG,HCA 13/61,Initials,Roman,Waterman,Waterman,,,,,,,,,,,,,England,N/A,Stepney,,Middlesex,34,1648,Andreas,,Avery,
16306,21091023_153941,KaggleTestSnippet_HCA_1361_f.431v_Two.PNG,HCA 13/61,Signature,Roman,Mariner [of the Tyger Frigate],Mariner [of the Tyger Frigate],,Present at the seizing of the Anne,,,Tyger Frigate,Captain Peacock [captain],,,,,,,England,Ratcliff,Stepney,,Middlesex,40,1649,Isaac,,Avys,[?/off Ostend [Flanders; Spanish Netherlands]/?]
16325,21091023_154042,KaggleTestSnippet_HCA_1361_f.439r.PNG,HCA 13/61,Signature,Roman,Mercator scissor [merchant tailor]; Freighter [of the Content of London],Merchant tailor,,Partner in the affreightment under dispute,,,Content of London,Godfrey Jones [master],London [England],,LADING AT LONDON: IRON; LINNEN CLOTH; WOOLLEN CLOTH; STRONG WATERS; KNIVES; BEADS; OTHER SMALL COMMODITIES; LADING AT GUINEA: NEGRO SLAVES,"""Told them plainely that unlesse they would yeald unto a new agreement and signe to a newe charter partie the said shipp should not proceede in the said voyage at all or to that effect, this deponent being present and hearing them soe declare themselves. And thereupon the said Oxwick and company, for feare of losse of thie said goods and adventure, were forsed to signe and sale the charter partie arlate, which hee knoweth being acquainted with the foresaid [?miscarriages] of the said Pasfeild and company, and being one that was soe forsed to seale the said newe charter partie"" (HCA 13/61 f.439r)",,,England,,Saint Mary Abchurch,London,,47,1649,Johannes,,Bagnall,[London [England]/Guinea/Barbados/Tortuga Islands/London [England]]
16461,21091023_155851,KaggleTestSnippet_HCA_1361_f.497v.PNG,HCA 13/61,Signature,Roman,Mercator [merchant],Merchant,,,,,,,,,,,,,England,,,Keynsham,Somerset,24,1649,Robert,,Bagnall,
15949,21091023_145730,KaggleTestSnippet_HCA_1361_f.191r.PNG,HCA 13/61,Signature,Roman,Civis [citizen] and Barber-tonsor [barber]; Barber chirurgeon; Cut off arm of an injured mariner,Citizen; Barber,Barber chirurgeon,Cut off arm of an injured mariner,,,Pilgrim,Joshua Jolley,,,,,,,England,Newstairs in Wapping,Saint Mary Magdalen alias Whitechapel,London,,44,1648,Guilielmus,,Baker,[River Thames]
16088,21091023_151043,KaggleTestSnippet_HCA_1361_f.283r_One.PNG,HCA 13/61,Signature,Roman,"Merchant; Former apprentice [of Robert Oxwicke, 1638-1639]",Merchant,,"Former apprentice [of Robert Oxwicke, 1638-1639]",,,,,,,,"""During the greatest part of which time hee this deponent (as hee saith) did keepe the cash and bookes of accompt of the said Robert Oxwicke untill in or about the moneth of September 1638, and did in that time receive such moneyes as were due and payable unto him the said Mr Oxwick and pay such summes of money as were oweing from him to merchants, assurers and others"" (HCA 13/61 f.292v); ""The particulars whereof were then (according to the custome of merchants in such cases) sett downe in writing in the said Robert Oxwicks book of assurances folio 68, in eight severall summes"" (HCA 13/61 f.282v); ""The said Robert Oxwick did within the time predeposed assigne over to the said Roger Corbett certaine English licenses to trade in Portugall in the time of warr, in consideration whereof it was agreed that the said Mr Corbett should pay to Mr Oxwick aforesaid 3 per cent for all English goods which hee the said Corbett should shipp for Portugall, and 3 per cent for all such goods as hee should bringe back into England, and it was further agreed betweene them that the said Corbett should pay unto the said Oxwick (for a Spanish licence which hee likewise assigned over unto the said Corbett) after the rate of 13 per cent for all such goods as  hee should import into Portugall, and to pay or cause the moneys to be paid to the said Robert Oxwick his factor in Portugall, or to himselfe here in England"" (HCA 13/61 f.283r)",,"""The particulars whereof were then (according to the custome of merchants in such cases) sett downe inw riting in the said Robert Oxwicks book of assurances folio 68, in eight severall summes"" (HCA 13/61 f.282v)",England,,Saint Mary Acts,London,,38,1649,Simon,,Baldwin,
16520,21091023_160216,KaggleTestSnippet_HCA_1361_f.524r.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Went the voyage on the ship [of the Thomas of London],Mariner,Went the voyage on the ship [of the Thomas of London],,,Jun 12th 1649,Thomas of London,Christopher ffothergate [master],London [England],,"LADING AT MOUNTS BAY: PILCHARDS ""Hee this deponent being shipt at ffalmouth went boatswaine of the shipp the Thomas arlate the voyage in question from Mounts baye in Cornewall, from whense shee went laden with pilchards bound for Naples for the accompt of the arlate Mr Mico and company and then back for this port of London"" (HCA 13/61 f.523r)",,,,England,,,Yarmouth,Norfolk,26,1649,Thomas,,Barker,[?/Falmouth [Cornwall; England]/Mount Bay [Cornwall; England]/Naples/London [England]]
15729,21091023_143436,KaggleTestSnippet_HCA_1361_f.57r.PNG,HCA 13/61,Initials,Roman,Nauta [mariner]; Boatswain [of the John and Ambrose],Mariner,Boatswain [of the John and Ambrose],,,,John and Ambrose [burthen = 200 tons],Robert Church [master],,200,LADING AT NEWFOUNDLAND: FISH,,,,England,Wapping,N/A,,Middlesex,47,1648,Guilielmus,,Barnes,[?/France/Saint Johns [Newfoundland]/Formoose [Newfoundland]/Trinity harbour [Newfoundland]/Lisbon [Portugal]/London [England]]
16026,21091023_150359,KaggleTestSnippet_HCA_1361_f.233r.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Boatswain [of the Deliverance],Mariner,Boatswain [of the Deliverance],,,Jan 18th 1649,Deliverance,Thomas Marsh [master],,,LADING AT DANZIG: UNSPECIFIED GOODS,"""The said shipp with the said goods schedulated safely arrived in this porte of London in the moneth of January 1645 arlate, and after her arrivall the said James Smith sent one aboard her with a bill of lading signed with the name of the said Marsh upon the said lading of the said goods, to demannd the said goods (this deponent seeing him soe come aboard) and accordingly all the said goods were delivered out of the said shipp in safetie, drie and well condiconed, this deponent seeing them soe delivered and helping to deliver the same to the assignes of the said Mr Smith And upon delivery of the said goods out of the said shipp this deponent sawe some parte thereof put aboard another shipp in the River of Thames to be transported to the porte of Southampton"" (HCA 13/61 f.233r)",,,England,,Saint Mary Matsellon alias Whitechapel,London,,30,1649,Robertus,,Barnewell,[?/Danzig/London [England]]
16466,21091023_155910,KaggleTestSnippet_HCA_1361_f.500r.PNG,HCA 13/61,Initials,Roman,Nauta [mariner]; Pilot [of the Mary Anne of Aldeburgh],Mariner,Pilot [of the Mary Anne of Aldeburgh],,,May 23rd 1649,Mary and Anne of Aldeburgh,Thomas Elliott [master and commander],Aldeburgh [Suffolk; England],,LADING AT MALAGA: WINE; RAISINS,,,,England,Ratcliffe,Stepney,,Middlesex,63,1649,Johannes,,Barrett,[?/Malaga [Spain]/Portland [Dorset; England]/London [England]/?]
16513,21091023_160140,KaggleTestSnippet_HCA_1361_f.519v.PNG,HCA 13/61,Signature,Roman,Nauta [mariner]; Master [of the ffrancis of London],Mariner,Master [of the ffrancis of London],,,,ffrancis of London,Mathew Barrett [master],London [England],,,"""He this deponent was to goe and went master the said voyage in the ffrancis of London in company of the said shipp the Content in service of the said merchant freighters and was acquainted with the treaty about and concluding of the said contract and present at Mr Warmeston a scriveners when the same was by order of the said contractors put to writing"" (HCA 13/61 f.519r); ""Hee was present at the Swanne taverne in Limestreete together with the foresaid Mr Oxwicke Godfrey Jones and the said Mr Passfeild and Mr Arlabeer and others, and heard them in treatie together about the freightment and charter partie arlate before the same was drawne or put in writing, and therefore the said Pasfeild and Arlabeere were acquainted therewith before the signing and sealing thereof by the said Jones"" (HCA 13/61 f.519v)",,,England,N/A,Stepney,,Middlesex,42,1649,Matthaus,,Barrett,[London [England]/Cape de Verde/Guinea/Binney/Barbados/?]
15989,21091023_150038,KaggleTestSnippet_HCA_1361_f.209v_Two.PNG,HCA 13/61,Signature,Roman,Mariner; Master [of the John Baptist of Waterford],Mariner,Master [of the John Baptist],,,Nov 21st 1648,John Baptist of Waterford,Lawrence Barron [master],Waterford [Ireland],,"LADING: MUSKETS; PISTOLS; WOOLLEN CLOTH; FLAX; HEMP; TOBACCO; IRON STAVES ""When the said shipp was soe seized there were aboard her 337 muskets, 12 paire of [?holsters] (6 paire whereof had pistolls therein] a peece of woollen cloth, one hogshead of flax, foure packs of hemp, 6 rolles of tobaccoe, 2 hogsheads of cutt tobaccoe, and 121 staves of iron, all which goods wares and merchandizes hee saith were laden by Irish factors residing in fflannders for the accompt of and consigned to the foresaid Mr Browne and Mr Sleyland to Waterford in Ireland"" (HCA 13/61 f.209v)","""The parchment bill of lading and letter interrogate (showen unto him at the time of this his examinacon) were aboard the said shipp the John Baptist and in the custody of this examinate the master of her and there found when shee was soe seized by the said ffregat"" (HCA 13/61 f.209v)",,,Spanish Netherlands [Flanders],,,Ostend,Flanders,30,1648,Lawrence,,Barron,[?/Ostend [Flanders]/Waterford [Ireland]]
15993,21091023_150048,KaggleTestSnippet_HCA_1361_f.211r_One.PNG,HCA 13/61,Signature,Roman,Lighterman; Employed to carry beer from Robert Smith's beerhouse at New Crane at Wapping to the Greene Gragon,Lighterman,,Employed to carry beer from Robert Smith's beerhouse at New Crane at Wapping to the Greene Gragon,,,Greene Dragon,John Bowden,,,,"""From the 23th daye of Aprill 1646 unto the 29th daye of June next following hee this deponent (being a lighterman imployed by the producent Robert Smith to carry beere from his brewhouse at New Crane in Wapping aboard shipps and otherwise) did receive from the said brewhouse and carry in his lighter with his contest and then servant William Allen) aboard the said shipp the Greene dragon then lying in the River of Thames and delivered aboard to her use (the said Bowden being then master of her) the quantities of 13 tonnes and one barrell of beere at 40 shillings per tonne, the time and particular quantitie hee saith hee the better remembreth because as hee received and carried the same aboard as aforesaid hee entred the same in a booke which hee lept for that use, which booke hee hath lately perused and found therein entred as aforesaid. And hee saith the said beare at such delivery thereof was the goods of the said Robert Smith and hee was the lawfull owner and proprietor thereof. And the like beere hee saith was then usually solde at that time at that rate and the sam was well worth soe much by common estimation and might soe have bin othrwise solde"" [HCA 13/61 f.211r]",,,England,N/A,Stepney,,Middlesex,52,1648,Jacobus,,Bartlet,[River Thames]
